timestamp,event,trade_time,direction,confidence,atr_norm,sl,tp,volume
2026-02-02 13:55:00,OPEN_TRADE,2026-02-02 17:55:00+02:00,SHORT,0.86010134,0.0005796489950474729,6.013904695537136,8.820393553454466,1.0
2026-02-02 14:00:00,OPEN_TRADE,2026-02-02 18:00:00+02:00,SHORT,0.82321936,0.0005707691347536346,5.922528849857614,8.686375646457835,1.0
2026-02-02 14:05:01,OPEN_TRADE,2026-02-02 18:05:00+02:00,SHORT,0.8280262,0.0005768547879986135,5.985996176596153,8.77946105900769,1.0
2026-02-02 14:10:01,OPEN_TRADE,2026-02-02 18:10:00+02:00,SHORT,0.83934855,0.0005729697965293234,5.9453637967068715,8.719866901836745,1.0
2026-02-02 14:15:02,OPEN_TRADE,2026-02-02 18:15:00+02:00,SHORT,0.8184756,0.0005775415742566379,5.995184750110386,8.792937633495233,1.0
2026-02-02 14:20:03,OPEN_TRADE,2026-02-02 18:20:00+02:00,SHORT,0.83175987,0.0005678881817143709,5.894125635217999,8.644717598319732,1.0
2026-02-02 14:25:03,OPEN_TRADE,2026-02-02 18:25:00+02:00,SHORT,0.62453914,0.00056660954667221,5.880642171569533,8.624941851635315,1.0
2026-02-02 14:30:03,OPEN_TRADE,2026-02-02 18:30:00+02:00,SHORT,0.7685736,0.0005664272511573138,5.877688139127936,8.620609270720973,1.0
2026-02-02 14:35:04,OPEN_TRADE,2026-02-02 18:35:00+02:00,SHORT,0.8058852,0.000704236692872261,7.323286945509356,10.740820853413723,1.0
2026-02-02 14:40:04,OPEN_TRADE,2026-02-02 18:40:00+02:00,SHORT,0.8541824,0.0007594220416580145,7.907975633091155,11.598364261867028,1.0
2026-02-02 14:45:05,OPEN_TRADE,2026-02-02 18:45:00+02:00,SHORT,0.8932497,0.0008167854550943394,8.51357941444845,12.486583141191062,1.0
2026-02-02 14:50:00,OPEN_TRADE,2026-02-02 18:50:00+02:00,SHORT,0.88682,0.0008067309635050806,8.412711497075506,12.338643529044077,1.0
2026-02-02 14:55:01,OPEN_TRADE,2026-02-02 18:55:00+02:00,SHORT,0.88906866,0.0008420417581679467,8.787568839284646,12.888434297617481,1.0
2026-02-02 15:00:01,OPEN_TRADE,2026-02-02 19:00:00+02:00,SHORT,0.9179515,0.0009352591884393105,9.753023105923397,14.30443388868765,1.0
2026-02-02 15:05:02,OPEN_TRADE,2026-02-02 19:05:00+02:00,SHORT,0.83367914,0.0009844221148403466,10.27788370054351,15.074229427463816,1.0
2026-02-02 15:10:03,OPEN_TRADE,2026-02-02 19:10:00+02:00,SHORT,0.810276,0.000997033751309649,10.420024660780927,15.282702835812026,1.0
2026-02-02 15:15:03,OPEN_TRADE,2026-02-02 19:15:00+02:00,SHORT,0.79044807,0.0010234638749684372,10.705073919813616,15.700775082393305,1.0
2026-02-02 15:20:04,OPEN_TRADE,2026-02-02 19:20:00+02:00,SHORT,0.83616865,0.0010339039824818288,10.824354354195261,15.875719719486383,1.0
2026-02-02 15:25:04,OPEN_TRADE,2026-02-02 19:25:00+02:00,SHORT,0.91796076,0.0010013804641979761,10.477844349089104,15.367505045330686,1.0
